year	pct	ser_num	datestop	timestop	city	sex	race	dob	age	height	weight	haircolr	eyecolor	build	othfeatr	frisked	searched	contrabn	pistol	riflshot	asltweap	knifcuti	machgun	othrweap	arstmade	arstoffn	sumissue	sumoffen	crimsusp	detailcm	perobs	perstop	pf_hands	pf_wall	pf_grnd	pf_drwep	pf_ptwep	pf_baton	pf_hcuff	pf_pepsp	pf_other	cs_objcs	cs_descr	cs_casng	cs_lkout	cs_cloth	cs_drgtr	cs_furtv	cs_vcrim	cs_bulge	cs_other	rf_vcrim	rf_othsw	rf_attir	rf_vcact	rf_rfcmp	rf_verbl	rf_knowl	rf_furt	rf_bulg	sb_hdobj	sb_outln	sb_admis	sb_other	ac_proxm	ac_evasv	ac_assoc	ac_cgdir	ac_incid	ac_time	ac_stsnd	ac_rept	ac_inves	ac_other	forceuse	inout	trhsloc	premname	addrnum	stname	stinter	crossst	addrpct	sector	beat	post	xcoord	ycoord	typeofid	othpers	explnstp	repcmd	revcmd	offunif	offverb	officrid	offshld	radio	recstat	linecm	#
2014	5	46	3072014	1530	1	1	1	12311900	17	69	150	2	2	3		1	0	0	0	0	0	0	0	0	0		0		MISD	31	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	10 FLOOR	20	CATHERINE SLIP	SOUTH STREET	CATHERINE STREET	5	1			985307	197777	1	0	1	804	804	1	0	0	0	0	1	1	#
2014	103	81	3122014	1835	4	1	5	12311900	23	70	200	1	2	3		1	0	0	0	0	0	0	0	0	0		0		GLA	46	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0		0	0				184 PLACE	JAMAICA AVENUE	103	3	6		1046659	197817	1	0	1	171	171	1	0	0	0	1	1	1	#
2014	42	168	3142014	30	3	1	3	12311900	34	70	180	1	2	3		0	0	1	0	0	0	0	0	0	1	CT	0		MISD	31	1	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	6	1	1	ROOF	730	EAST 163 STREET	FOREST AVENUE	JACKSON AVENUE	42	8			1010687	239143	1	1	1	826	826	1	0	0	0	0	1	1	#
2014	90	174	3162014	15	2	1	3	12311900	20	68	170	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FEL	85	2	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	STREET			KEAP STREET	SOUTH 4 STREET	90	5			996804	197551	2	0	1	90	90	1	0	0	0	1	1	1	#
2014	69	129	3182014	1628	2	1	1	12311900	22	72	190	1	2	4		0	0	0	0	0	0	0	0	0	0		0		MISD	27	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		853	EAST 94 STREET	FOSTER AVENUE	AVENUE D	69	2			1009316	175398	1	0	1	186	186	0	0	0	1	0	1	1	#
2014	61	89	3192014	200	2	1	4	12311900	17	68	150	1	2	4		1	0	0	0	0	0	0	0	0	0		0		MIS	68	5	10	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		2362	EAST 13 STREET	AVENUE X	GRAVESEND NECK ROAD	61	6	8		996140	155295	1	1	1	186	186	1	0	0	0	0	1	1	#
2014	108	35	3272014	115	4	1	3	12311900	30	68	180	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FELONY	45	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		0	0	STREET			47 AVENUE	69 STREET	108	13			1013106	208556	2	0	1	184	184	0	1	0	1	0	1	1	#
2014	61	1	1012014	10	2	1	1	12311900	50	69	230	1	2	3		1	1	0	0	0	0	0	0	0	0		0		MISD	20	2	5	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		1	2	PLATFORM			MC DONALD AVENUE	AVENUE P	61	13	3		991748	161085	1	0	1	871	871	1	0	0	0	0	1	1	#
2014	101	1	1012014	20	4	1	2	12311900	31	72	215	7	2	3		1	0	0	0	0	0	0	0	0	1	RESISTING	0		FEL	20	6	10	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	5	0	0	SIDEWALK			MOTT AVENUE	BEACH 22 STREET	101	4			1052559	159711	1	0	1	101	101	1	0	0	0	0	1	1	#
2014	79	42	1012014	30	2	1	1	12311900	20	65	160	1	1	4		0	0	0	0	0	0	0	0	0	0		0		CPW	20	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0		0	0	STREET			KOSCIUSZKO STREET	TOMPKINS AVENUE	79	4	11		999365	191140	2	0	1	79	79	1	0	0	0	0	0	1	#
2014	79	9	1012014	30	2	1	1	12311900	26	69	150	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0		0	0	STREET	176	KOSCIUSZKO STREET	TOMPKINS AVENUE	MARCY AVENUE	79	4	11		998797	191051	2	0	1	79	79	1	0	0	0	0	0	1	#
2014	79	3	1012014	30	2	1	1	12311900	27	71	160	2	2	3		1	0	0	0	0	0	0	0	0	0		0		MISD	9	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0				KOSCIUSZKO STREET	TOMPKINS AVENUE	79	4	11		999365	191140	2	0	1	79	79	1	0	0	0	0	0	1	#
2014	79	4	1012014	30	2	1	1	12311900	27	71	170	2	2	3		1	0	0	0	0	0	0	0	0	0		0		MISD	9	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	STREET			KOSCIUSZKO STREET	TOMPKINS AVENUE	79	4	11		999365	191140	2	0	1	79	79	1	0	0	0	0	0	1	#
2014	41	5	1012014	43	3	1	3	12311900	17	68	165	1	2	4		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		1	0	RESIDENTIAL	894	ROGERS PLACE	EAST 163 STREET	DAWSON STREET	41	6	62		1012520	238247	2	0	1	163	163	1	0	0	0	0	0	1	#
2014	46	2	1012014	45	3	1	1	12311900	35	73	190	1	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0		0	0	SIDEWALK			MORRIS AVENUE	EAST 184 STREET	46	8	4		1011694	252606	1	1	1	46	46	1	0	0	0	0	0	1	#
2014	120	10	1012014	50	5	1	1	12311900	17	67	160	1	2	4		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0		0	0	STREET			BOWEN STREET	SOBEL COURT	120	2			961045	162903	1	0	1	120	120	1	0	0	0	0	0	1	#
2014	88	1	1012014	55	2	1	1	12311900	51	69	180	1	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0		0	1	SIDEWALK	135	WASHINGTON WALK	MYRTLE AVENUE	PARK AVENUE	88	10			991364	192001	2	0	1	88	88	0	1	0	1	0	1	1	#
2014	76	1	1012014	100	2	1	1	12311900	24	68	170	1	1	3		1	0	0	0	0	0	0	0	0	0		0		FEL	85	10	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0		0	0	SIDEWALK			WARREN STREET	HOYT STREET	76	7	2		987265	188691	2	0	1	76	76	0	1	0	1	0	1	1	#
2014	81	2	1012014	115	2	1	1	12311900	31	69	250	1	2	3		1	0	0	0	0	0	0	0	0	0		0		ASSAULT	9	3	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	STREET			BROADWAY	KOSCIUSZKO STREET	81	2	2		1004038	191851	1	0	1	81	81	1	0	0	0	0	1	1	#
2014	79	12	1012014	120	2	1	1	12311900	28	64	150	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0	0	STREET			GATES AVENUE	MARCUS GARVEY BOULEVARD	79	3	8		1001181	189778	1	1	1	79	79	1	0	0	0	0	0	1	#
2014	79	11	1012014	120	2	1	1	12311900	31	70	170	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0	0	STREET			GATES AVENUE	MARCUS GARVEY BOULEVARD	79	3	8		1001181	189778	1	1	1	79	79	1	0	0	0	0	0	1	#
2014	79	10	1012014	125	2	0	1	12311900	23	67	160	2	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0		0	0	STREET			GATES AVENUE	MARCUS GARVEY BOULEVARD	79	3	8		1001181	189778	1	0	1	79	79	1	0	0	0	0	0	1	#
2014	106	1	1012014	125	4	1	5	12311900	21	68	120	2	2	4		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	STREET			128 STREET	LIBERTY AVENUE	106	7			1034983	190348	2	0	1	106	106	1	0	0	0	1	0	1	#
2014	79	18	1012014	130	2	1	1	12311900	17	70	190	2	2	4		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0		1	0	HALLWAY	415	LAFAYETTE AVENUE	FRANKLIN AVENUE	CLASSON AVENUE	79	16	9		995704	190315	2	0	1	79	79	1	0	0	0	0	0	1	#
2014	44	3	1012014	130	3	1	2	12311900	19	70	175	1	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	STREET	1400	MORRIS AVENUE	EAST 171 STREET	EAST 170 STREET	44	18		46	1008799	244608	1	0	1	44	44	1	0	0	0	1	0	1	#
2014	44	1	1012014	130	3	1	3	12311900	18	71	140	1	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		0	0	STREET	1400	MORRIS AVENUE	EAST 171 STREET	EAST 170 STREET	44	18		46	1008799	244608	2	0	1	44	44	1	0	0	0	1	0	1	#
2014	120	8	1012014	145	5	1	1	12311900	27	70	190	1	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	SIDEWALK	514	TARGEE STREET	CLIFFSIDE AVENUE	VANDERBILT AVENUE	120	2		2	960727	163210	2	0	1	120	120	0	1	0	1	0	0	1	#
2014	120	93	1012014	145	5	1	3	12311900	13	70	145	2	2	4		1	0	0	0	0	0	0	0	0	0		0		BURGLARY	14	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0		0	0	STREET			CASTLETON AVENUE	NORTH BURGHER AVENUE	120	10			952460	170558	2	0	1	120	120	0	1	0	1	0	0	1	#
2014	42	1	1012014	154	3	1	1	12311900	30	77	220	1	2	4		0	0	0	0	0	0	0	0	0	1	CPM	0		CPM (MISD)	29	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		1	1	LOBBY	1458	WEBSTER AVENUE	EAST 171 STREET	EAST 170 STREET	42	2			1010098	244419	1	0	1	826	826	1	0	0	0	0	1	1	#
2014	41	14	1012014	155	3	1	1	12311900	34	70	190	1	2	3		1	1	0	0	0	0	0	0	0	0		0		ASSAULT	9	1	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0		0	0	STREET			DAWSON STREET	ROGERS PLACE	41	6	62		1012513	237861	1	0	1	41	41	1	0	0	0	1	0	1	#
2014	41	15	1012014	155	3	1	1	12311900	35	72	180	1	2	3		1	1	0	0	0	0	0	0	0	0		0		ASSAULT	9	1	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	2	0	0	STREET			DAWSON STREET	ROGERS PLACE	41	6	62		1012513	237861	1	0	1	41	41	1	0	0	0	1	0	1	#
2014	101	33	1012014	200	4	1	1	12311900	42	72	205	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FELONY	20	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0	0	SIDEWALK			CORNAGA AVENUE	BEACH 21 STREET	101	4			1052520	158786	1	0	1	101	101	1	0	0	0	0	1	1	#
2014	62	6	1012014	213	2	1	3	12311900	46	69	185	1	2	3		0	0	0	0	0	0	0	0	0	0		0		BURGLARY	14	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		1	0	STORE	1979	86 STREET	20 AVENUE	19 AVENUE	62	6		5	984634	159636	1	0	1	62	62	1	0	0	0	1	1	1	#
2014	34	3	1012014	215	1	1	2	12311900	21	71	150	1	2	4		0	0	0	0	0	0	0	0	0	0		0		FEL	85	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	SIDEWALK	1597	SAINT NICHOLAS AVEN	WEST 190 STREET	WEST 189 STREET	34	1	6	13	1003682	250700	1	1	1	34	34	1	0	0	0	1	0	1	#
2014	22	2	1012014	220	1	1	1	12311900	18	65	150	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FELONY	9	1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0		0	0	104 ST / COLUMBUS AVENUE			TRANSVERSE ROAD NUMBER FOUR	WEST DRIVE	22	5	14		994617	227693	1	1	1	483	483	1	0	0	0	0	0	1	#
2014	22	1	1012014	220	1	1	1	12311900	14	66	160	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FELONY	9	1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0		0	0	104 ST. / COLUMBUS AVENUE			TRANSVERSE ROAD NUMBER FOUR	WEST DRIVE	22	5	14		994617	227693	1	1	1	483	483	1	0	0	0	0	0	1	#
2014	50	1	1012014	245	3	1	3	12311900	19	70	160	2	1	4		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	SIDEWALK			BROADWAY	WEST 234 STREET	50	6			1011122	260515	2	0	1	50	50	1	0	0	0	1	0	1	#
2014	50	2	1012014	250	3	1	3	12311900	22	67	160	2	2	4		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0		0	0	SIDEWALK			WEST KINGSBRIDGE ROAD	SEDGWICK AVENUE	50	11					1	0	1	50	50	1	0	0	0	1	0	1	#
2014	25	1	1012014	312	1	1	1	12311900	34	72	175	1	2	3	BRAIDS	1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0		0	0	SIDEWALK			LEXINGTON AVENUE	EAST 128 STREET	25	4			1001963	233039	1	0	1	25	25	1	0	0	0	0	1	1	#
2014	120	1	1012014	315	5	0	1	12311900	25	67	140	1	2	3		0	0	0	0	0	0	0	0	0	0		0		CPM	27	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	STREET	528	HENDERSON AVENUE	PELTON AVENUE	DAVIS AVENUE	120	10			953650	171663	1	0	1	120	120	0	0	0	1	0	0	1	#
