year	pct	ser_num	datestop	timestop	city	sex	race	dob	age	height	weight	haircolr	eyecolor	build	othfeatr	frisked	searched	contrabn	pistol	riflshot	asltweap	knifcuti	machgun	othrweap	arstmade	arstoffn	sumissue	sumoffen	crimsusp	detailcm	perobs	perstop	pf_hands	pf_wall	pf_grnd	pf_drwep	pf_ptwep	pf_baton	pf_hcuff	pf_pepsp	pf_other	cs_objcs	cs_descr	cs_casng	cs_lkout	cs_cloth	cs_drgtr	cs_furtv	cs_vcrim	cs_bulge	cs_other	rf_vcrim	rf_othsw	rf_attir	rf_vcact	rf_rfcmp	rf_verbl	rf_knowl	rf_furt	rf_bulg	sb_hdobj	sb_outln	sb_admis	sb_other	ac_proxm	ac_evasv	ac_assoc	ac_cgdir	ac_incid	ac_time	ac_stsnd	ac_rept	ac_inves	ac_other	forceuse	inout	trhsloc	premname	addrnum	stname	stinter	crossst	addrpct	sector	beat	post	xcoord	ycoord	typeofid	othpers	explnstp	repcmd	revcmd	offunif	offverb	officrid	offshld	radio	recstat	linecm	#
2014	105	1692	12102014	1150	4	1	5	12311900	15	68	180	1	1	1		1	1	0	0	0	0	0	0	0	0		0		FEL	20	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0		0	0	SCHOOL	230-1	HILLSIDE AVENUE	232 STREET	229 STREET	105	11	27	5	1056364	206337	1	0	1	105	105	1	0	0	0	1	1	1	#
2014	121	1674	11012014	1340	5	1		12311900	33	71	170	1	2	4		0	0	0	0	0	0	0	0	0	0		0		ASSAULT 2	9	1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0		0	0	STREET	62	MAPLE AVENUE	GROVE AVENUE	LARKIN STREET	121	3			946928	171948	2	0	1	121	121	1	0	0	0	0	0	1	#
2014	88	329	11182014	1320	2	1	2	12311900	20	70	170	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FEL	20	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0		1	1	LOBBY	56	NORTH OXFORD WALK	MYRTLE AVENUE	PARK AVENUE	88	10			991153	192754	2	0	1	803	803	1	0	0	0	0	1	1	#
2014	9	535	10162014	1620	1	0	1	12311900	31	63	140	1	2	4		0	1	1	0	0	0	0	0	0	1	PETIT LARCENY	0		PETIT LARCENY	68	10	10	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0		0	0	STREET	626	BROADWAY	BLEECKER STREET	EAST HOUSTON STREET	9	5	7	73	985286	203785	1	1	1	9	9	0	0	0	1	0	1	1	#
2014	77	169	4132014	1918	2	1	1	12311900	41	72	260	1	2	1		0	0	0	0	0	0	0	0	0	0		0		FEL	14	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	STOOP			BROOKLYN AVENUE	STERLING PLACE	77	7	8		999587	184192	1	0	1	77	77	1	0	0	0	1	1	1	#
2014	44	402	3082014	317	3	1	2	12311900	32	70	160	1	2	3		0	0	0	0	0	0	0	0	0	1	PUBLIC LEWDNESS	0		PUBLIC LEWD/SEXUAL MISCONDUCT	76	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0		1	0	MCDONALD'S			GRAND CONCOURSE	EAST 151 STREET	44	2			1004552	238053	2	0	1	44	44	1	0	0	0	0	1	1	#
2014	69	781	9172014	2245	2	1	1	12311900	21	67	150	1	2	3		1	0	0							0		0		MISD	27	1	5																			1								1																	0	0		1135	EAST 87 STREET	AVENUE L	AVENUE K	69	3			1010951	170603	1	1	1	186	186	0	0	0	1	0	1	1	#
2014	105	183	1222014	1715	4	1	3	12311900	31	70	230	7	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	46	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1		0	0	STREET			FRANCIS LEWIS BOULEVARD	99 AVENUE	105	9	21		1052557	199164	1	0	1	105	105	0	1	0	1	0	1	1	#
2014	30	158	6152014	2250	1	1	3	12311900	23	68	150	1	2			1	1	0	0	0	0	0	0	0	0		0		MISD / LARCENY	68	1	40	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	DELI	132	HAMILTON PLACE	WEST 143 STREET	WEST 142 STREET	30	3		14	998362	239491	2	0	1	162	162	1	0	0	0	1	1	1	#
2014	84	863	9092014	2150	2	0	1	12311900	41	72	140	1	2	4	SLI	0	0	0							0		0		PETIT LARCENY	68	1	5											1																						1				1			1	1			0	0	SIDEWALK			DUFFIELD STREET	MYRTLE AVENUE	84	6			988799	191995	4	0	1	84	84	1	0	0	0	0	0	1	#
2014	40	467	8132014	1	3	1	3	12311900	25	69	230	1	2			1	0	0							1	CT	0		CT	31	1	4										1											1																1							1	1	NYCHA BUILDING	694	EAST 149 STREET	JACKSON AVENUE	TRINITY AVENUE	40	3	13		1009278	235609	2	0	1	826	826	1	0	0	0	0	1	1	#
2014	105	1674	12022014	315	4	1	1	12311900	32	69	180	2	2	3		1	1	0	0	0	0	0	0	0	0		0		FEL	20	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	CAR			MERRICK BOULEVARD	225 STREET	105	5	11		1055041	186244	2	0	1	105	105	0	1	0	1	0	1	1	#
2014	122	667	8232014	2315	5	1	4	12311900	28	70	210	2	2	3		0	0	0							0		0		PL AUTO	68	1	5											1	1																									1							0	0				LAMOKA AVENUE	ARMSTRONG AVENUE	122	1			939735	139489	1	0	1	122	122	1	0	0	0	0	1	1	#
2014	23	385	7312014	1500	1	1	1	12311900	50	68	140	1	2	4		1	1	1							1	CPCS	0		MISD	31	1	1																			1		1											1					1	1		1				1	1	ROOFLANDING	218	EAST 104 STREET	2 AVENUE	3 AVENUE	23	2			999475	227093	1	0	1	825	825	1	0	0	0	0	1	1	#
2014	67	685	6262014	2052	2	1	1	12311900	34	69	180	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FEL	20	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		4714	CHURCH AVENUE	EAST 48 STREET	SCHENECTADY AVENUE	67	7		3	1002827	176682	2	0	1	186	186	0	0	0	1	0	1	1	#
2014	62	401	6102014	2200	2	1	4	12311900	20	68	160	1	1	3		0	0	0	0	0	0	0	0	0	0		0		FEL	46	1	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1		0	0	STREET	2214	MC DONALD AVENUE	AVENUE U	AVENUE T	62	2			991732	157270	1	0	1	62	62	0	1	0	1	0	1	1	#
2014	75	419	6052014	1820	2	1	2	12311900	17	72	155	1	2	4		0	0	0	0	0	0	0	0	0	0		0		FELONY	20	10	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0		0	0	STREET			NEWPORT STREET	ALABAMA AVENUE	75	6			1013089	180213	3	1	1	594	594	0	1	0	1	0	0	1	#
2014	9	512	9302014	1740	1	1	3	12311900	31	72	200		2	3		1	0	0							0		0		CPW	20	1	17	1										1									1													1	1		1				1				0	1	SIDEWALK	50	AVENUE D	EAST 6 STREET	EAST HOUSTON STREET	9	1	1		990490	202203	1	0	1	804	804	0	1	0	1	0	1	1	#
2014	13	5	1102014	1430	1	1	1	12311900	49	71	230	1	2	1		1	1	0	0	0	0	0	0	0	1	PL 165.16	0		UNAUTHORIZED SALE OF FARE CARD	112	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		1	2	MEZZANINE (POST 0422)			BROADWAY	WEST 28 STREET	13	9			987373	210805	1	0	1	863	863	0	1	0	1	0	1	1	#
2014	26	178	9282014	145	1	1	3	12311900	16	68	150	1	2	3		1	1	0						1	1	CPW	0		FELONY	20	5	5	1																	1			1							1	1	1	1							1					6	0	0	SIDEWALK			MORNINGSIDE AVENUE	WEST 125 STREET	26	1			996981	234884	2	0	1	33	182	0	1	0	0	0	1	1	#
2014	100	13	2132014	1240	4	1	4	12311900	32	71	180	1	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	4	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2				BEACH 67 STREET	ROCKAWAY FREEWAY	100	1	1		1040901	154686	2	1	1	100	100	1	0	0	0	1	1	1	#
2014	79	426	4162014	1255	2			12311900	17	67	140	2	2	3		1	0	0	0	0	0	0	0	0	0		0		CPW	20	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0		0	0	STREET	921	MYRTLE AVENUE	THROOP AVENUE	TOMPKINS AVENUE	79	6	17		999354	192783	4	0	1	79	79	1	0	0	0	0	0	1	#
2014	62	497	7302014	1344	2	1	2	12311900	46	65	170	1	2	3		1	0	0							0		0		FEL	20	1	10	1						1									1		1			1	1		1			1	1						1		1							3	0	0	PARK	8120	18 AVENUE	84 STREET	81 STREET	62	6		8	984297	161366	2	0	1	62	62	1	0	0	0	1	1	1	#
2014	107	1075	9132014	2145	4	1	1	12311900	24	73	170	1	2	4		1	0	0							0		0		CPW	20	2	10	1										1									1																				1				0	0	PARKING LOT			73 AVENUE	188 STREET	107	7			1044383	206450	1	1	1	107	107	0	1	0	1	0	0	1	#
2014	102	676	5232014	1010	4	1	3	12311900	38	66	150	1	2	4		1	0	0	0	0	0	0	0	0	0		0		BURGLARY	14	1	10	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1		0	0	DRIVEWAY			101 AVENUE	78 STREET	102	5			1023174	187189	1	0	1	102	102	1	0	0	0	0	1	1	#
2014	120	419	2172014	1940	5	1	3	12311900	38	73	220	2	1	1		0	0	0	0	0	0	0	0	0	0		0		CRIM TRES	31	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0		1	1	LOBBY	151	JERSEY STREET	CRESCENT AVENUE	RICHMOND TERRACE HOUSES	120	7			960089	174110	2	0	1	120	120	1	0	0	0	1	1	1	#
2014	102	449	4242014	915	4	1	3	12311900	46	71	210	1	2	4		0	0	0	0	0	0	0	0	0	0		0		BURGLARY	14	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	STREET			88 STREET	97 AVENUE	102	4			1025075	188603	1	0	1	102	102	1	0	0	0	1	1	1	#
2014	18	13	1222014	1210	1	1	4	12311900	69	70	160		2	3		0	0	0	0	0	0	0	0	0	0		0		FEL	95	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		1	2	PLAT			COLUMBUS CIRCLE	WEST 58 STREET	18	8					1	0	1	849	849	1	0	0	0	1	1	1	#
2014	62	122	2162014	1112	2	1	1	12311900	31	65	165	1	2	3		0	0	0	0	0	0	0	0	0	0		0		ASSAULT	9	1	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	0	SIDEWALK	6215	19 AVENUE	63 STREET	62 STREET	62	6			988022	164950	1	0	1	62	62	1	0	0	0	0	1	1	#
2014	70	554	11222014	1935	2	1	3	12311900	34	68	175	1	2	3		1	0	0	0	0	0	0	0	0	0		1	OPE	FELONY	85	3	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0		0	0	SIDEWALK			EAST 16 STREET	CHURCH AVENUE	70	9	19		993989	175625	4	0	1	70	70	0	0	0	1	1	1	1	#
2014	120	1954	12192014	110	5	0	4	12311900	32	66	145	2	2	3		0	0	0	0	0	0	0	0	0	0		0		GLA	46	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1		0	0	STREET			BROOK STREET	VICTORY BOULEVARD	120	7			961894	171480	1	1	1	120	120	1	0	0	0	0	0	1	#
2014	120	1425	6162014	1645	5	1	1	12311900	21	73	180	2	2	4		1	1	0	0	0	0	0	0	0	1	120.03 01	0		VEH ASSAULT	111	5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		0	0	STREET	71	DUBOIS AVENUE	MARION STREET	POST AVENUE	120	13			948448	168842	2	0	1	120	120	0	0	0	1	0	0	1	#
2014	69	685	7032014	50	2	1	1	12311900	23	67	130	1	2	4		0	0	0							0		0		MIS	20	1	5											1	1																									1	1		1				0	0	STREET			PAERDEGAT AVENUE NORTH	PAERDEGAT 6 STREET	69	3			1009494	168847	1	0	1	186	450	0	0	0	1	0	1	1	#
2014	40	637	9202014	240	3	0	3	12311900	23	64	200	1	2	1		0	0	0							1	CPM	0		CPM	27	2	10													1						1																	1	1	1						1	1	STAIRWAY	346	EAST 156 STREET	COURTLANDT AVENUE	PARK AVENUE	40	7	1		1006928	238560	1	1	1	826	826	1	0	0	0	0	1	1	#
2014	123	111	4162014	1300	5	1	4	12311900	19	70	160	1	2	4		0	0	0	0	0	0	0	0	0	0		0		FEL	45	5	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0		0	0	COMMERCIAL	56	SEGUINE AVENUE	FLORENCE PLACE	WATERBURY AVENUE	123	3			928475	130564	1	0	1	123	123	1	0	0	0	0	0	1	#
2014	47	307	10112014	110	3	1	1	12311900	30	74	230	1	2	1		0	0	0	0	0	0	0	0	0	0		0		FEL/CPW	20	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	STREET			RICHARDSON AVENUE	NEREID AVENUE	47	9			1024229	266796	2	0	1	47	47	0	1	0	1	0	0	1	#
2014	83	94	2242014	1425	2	1	2	12311900	20	68	165	1	2	3		0	0	0	0	0	0	0	0	0	0		0		MISD	31	2	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0		0	0	SIDEWALK	1400	PUTNAM AVENUE	IRVING AVENUE	KNICKERBOCKER AVENUE	83	8			1008766	192633	2	0	1	187	187	0	1	0	1	1	0	1	#
2014	121	969	6182014	1610	5	1	1	12311900	26	71	165	1	2	4		1	1	0	0	0	0	0	0	0	0		0		FELONY	85	10	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0		0	0	STREET			PORT RICHMOND AVENUE	CASTLETON AVENUE	121	3			946845	171026	2	0	1	121	121	0	1	0	1	0	0	1	#
2014	61	82	3212014	100	2	1	4	12311900	24	67	185	2	2	3	TATOOS-JUSTINE	1	1	1	0	0	0	0	0	0	0		0		FEL	46	1	60	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	4	0	0	STREET			KINGS HIGHWAY	EAST 3 STREET	61	13	3		992574	159493	2	1	1	186	186	1	0	0	0	1	1	1	#
2014	79	863	7312014	1600	2	1	1	12311900	18	66	145	1	2	4		1	0	0							0		0		GRAND LARCENY	45	2	5	1													1		1	1			1		1	1				1							1		1	1	1						0	1	STREET			STOCKTON STREET	MARCY AVENUE	79	6	17		998293	192896	2	1	1	79	79	1	0	0	0	1	1	1	#
2014	62	368	6202014	2040	2	1	4	12311900	25	71	165	1	2	4		1	0	0	0	0	0	0	0	0	0		0		FEL	14	1	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0		0	0	STREET			WEST 12 STREET	HIGHLAWN AVENUE	62	2			988566	158913	1	0	1	62	62	1	0	0	0	0	1	1	#
2014	10	72	4282014	1012	1	1	1	12311900	18	70	190	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FELONY	45	5	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	0		303	9 AVENUE	WEST 28 STREET	WEST 27 DRIVE	10	4		24	984449	212274	1	0	1	10	10	1	0	0	0	0	1	1	#
2014	67	1042	10052014	210	2	1	1	12311900	22	71	170	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FEL	20	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0				EAST 37 STREET	CHURCH AVENUE	67	7			1000115	176498	1	1	1	186	186	0	0	0	1	0	1	1	#
2014	49	308	7302014	312	3	1	1	12311900	24	69	160	1	2	4		0	0	0							0		0		FELONY	14	1	10											1	1																					1				1	1				1		0	0	SIDEWALK	1740	VICTOR STREET	MORRIS PARK AVENUE	VANNEST AVENUE	49	1	1		1021175	246888	1	0	1	49	49	1	0	0	0	1	0	1	#
2014	60	406	6272014	240	2	1	3	12311900	29	64	140	1	2	3		1	1	0	0	0	0	0	0	0	1	125.25 PL	0		FELONY	9	1	15	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	STREET			BRIGHTON 4 STREET	NEPTUNE AVENUE	60	3			994069	150938	2	0	1	60	60	0	1	0	1	1	1	1	#
2014	107	455	4022014	1525	4	1	1	12311900	17	71	170	1	2	3		1	0	0	0	0	0	0	0	0	0		0		ROBBERY	85	5	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0		0	0	STREET			HILLSIDE AVENUE	165 STREET	107	3			1040443	197748	2	0	1	107	107	0	1	0	1	0	0	1	#
2014	83	453	9262014	2010	2	1	1	12311900	17	74	175	1	2	4		0	0	0							0		0		FEL	9	1	5											1																						1								1			0	0	APT BUILDING			BUSHWICK AVENUE	PUTNAM AVENUE	83	3			1007088	190388	2	1	1	83	83	1	0	0	0	0	1	1	#
2014	28	31	2012014	2055	1	1	1	12311900	50	72	190	1	1	3		1	1	0	0	0	0	0	0	0	1	CRIM TRES	0		MISD	31	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		1	1	71 W 112 ROOF LANDING	71	WEST 112 STREET	LENOX AVENUE	5 AVENUE	28	1			997983	230378	1	0	1	805	805	1	0	0	0	0	1	1	#
2014	111	408	8082014	1350	4	1	5	12311900	26	64	115	1	2	4		1	0	0							0		0		FEL	14	1	10	1											1											1														1						1	0	0	STREET	47-23	195 STREET	48 AVENUE	47 AVENUE	111	4			1043580	213291	2	0	1	111	111	0	0	0	1	0	0	1	#
2014	101	113	1182014	1810	4	1	1	12311900	20	67	150	1	2	4		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	1	LOBBY	433	BEACH 40 STREET	DEAD END	BEACH CHANNEL DRIVE	101	6		53	1047433	156685	2	0	1	101	101	1	0	0	0	1	1	1	#
2014	107	482	4182014	1725	4	1	1	12311900	29	65	190	7	2	3		0	0	0	0	0	0	0	0	0	0		0		GLA	46	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0		0	0	STREET			HIGHLAND AVENUE	167 STREET	107	3			1040678	198546	1	0	1	107	107	0	1	0	1	0	0	1	#
2014	14	573	12052014	2100	1	1	1	12311900	32	72	195	1	2	3		0	0	0	0	0	0	0	0	0	0		0		FEL	45	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0		1	0	COMMERCIAL STORE	47	WEST 34 STREET	AVENUE OF THE AMERICAS	5 AVENUE	14	4	8	36	988102	212188	2	1	1	14	14	0	1	0	1	1	0	1	#
